status	grade	xm_bytes	t10p_bytes	firmware_bytes	xm_sha256	t10p_sha256	warnings	source_url	path	error
verified	approximate	11975	7052		680290e7ae6456b88b6392b97c7f2b7c0c77581e552db7d3333096c347b58370	f1e644878870e7c44571cc5c9dce68a64c3acdc4d6a39802d376303047f67d20	instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/somewhere.xm	Dalezy/somewhere.xm	
verified	approximate	20268	16021		acbbb44315c99ec3e0123ae3a308054406d4e0d418dfa48909615a55f91fc601	87bae6f725034a0d2f803dd045d867912866d5288e4fd52e8f61ff6609f0a8b6	1295 volume-column fine slides are discarded; 1014 volume-column slides that share a main effect are discarded; enabled panning envelopes are not rendered; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/spackstation.xm	Dalezy/spackstation.xm	
verified	exact	23902	16809		6aa82c27e32dca204c557e03f87138ea09acaa18a1403469e6c70b5677778ee9	2bc68719451c002180730e60ec0f5f16ed5fc7fc6ccd06da2eff1de120a05835		https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/staub.exe.xm	Dalezy/staub.exe.xm	
verified	approximate	24245	13576		8a7c518edadff6ea7c362716e8d68646890c87da1d656304ba355a0396574357	79baac79438602202553601786d645a4ba4c246c232c82d4920333931b849ef5	enabled panning envelopes are not rendered; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/stndrd%20tvshow%20thm.xm	Dalezy/stndrd tvshow thm.xm	
verified	approximate	27702	11702		263ed12cae2e7355f531e10708e99898f917a2ccfc9109b79b72867540ded645	a3ea5a5c4d7fac40f904e416a516951285097c547f765ad5d028aad1ffdb4c0c	37 vibrato-volume slides keep only the volume slide; 128 sample-offset commands start samples from the beginning; 688 volume-column slides that share a main effect are discarded; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/strike%20force%20intro.xm	Dalezy/strike force intro.xm	
verified	approximate	21590	18084		8b2c58c79c125af6e1da2f9c127ff827138d734fe5b581ba1342745c6d6986af	c8ba0c7c83de8d31be7838a923e367f12da787959f7e44fbb4f0414208d56c69	268 volume-column fine slides are discarded; 112 instrument-only cells use reduced Tracker10 semantics	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/submerge%2098.xm	Dalezy/submerge 98.xm	
verified	exact	7736	4808		8425b27bf04fe24bdd99ed66324a6ad8c6ee4737cb0588b050ee6d191332b3ba	29a980f3a4e073e72d63949857a798371658cfb874ebe26e1aa80fe784f36aca		https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/tetris.xm	Dalezy/tetris.xm	
verified	approximate	21998	14430		a0ec815998fd38b9fe051c65a02017bafacaf74a69e7a35cca512eb792f44fcf	75ac6e241d64d751770bca09f4516cab528f181898a713f8e254a96d8bf3e1c0	320 volume-column slides that share a main effect are discarded; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/the%20lion.xm	Dalezy/the lion.xm	
verified	approximate	19232	16294		70169caaeb7d875b5f4df03c182806128a4b445fcfc6b469e70f0e9b438801cb	bb364e774a4fd651f52adce2466217d9761e8a92ec3e6ad451a7a9873620d531	204 volume-column fine slides are discarded; enabled panning envelopes are not rendered; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/thor%20heter%20hajo.xm	Dalezy/thor heter hajo.xm	
verified	approximate	23682	18175		839cf29fed8e8f3b9a3dcfe1ff04569053c994c0df66bb52a69db734325cac9f	9576a2a35366fb10d6990a87de660f325b44773622ade184c1c7827754ff27c5	150 volume-column fine slides are discarded	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/tourettesruumis.xm	Dalezy/tourettesruumis.xm	
verified	approximate	25654	19025		929785daaf30f0bcf04713ad50fb3f017863df776e1802e3ba3f38fd773baf9f	0af7c9d3f36b105e597135ef70d328bee1ed3632f32f6fd788cba7882510b33f	panning commands are discarded because hardware output is mono; 276 sample-offset commands start samples from the beginning; 1855 volume-column fine slides are discarded; 69 volume-column slides that share a main effect are discarded; enabled panning envelopes are not rendered; instrument automatic vibrato is not rendered; multisample instruments use only the sample mapped by their most common note	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/trollvisan.xm	Dalezy/trollvisan.xm	
verified	approximate	15743	9929		6a13b7e2e405e14fbd90431472edf84ee78c6781a8a695b5727f3f4f4c39e362	b6e6101e8155def12daedcee548bc6e3cbd453da82ebfa724e3cda5aa8d92ea0	32 volume-column fine slides are discarded; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/tysktoppar.xm	Dalezy/tysktoppar.xm	
verified	approximate	10070	3938		f0d101f147b4b0c04a1eab809dcbc63e92357511a31d1c5f69dbc20306424f42	2e950fad6c9df422495c44740d12391eba5f6094da4cbb10a32306cbeb53798f	instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/up%20up%20and%20away.xm	Dalezy/up up and away.xm	
verified	approximate	40042	26034		1c4b63d1130822ef1fc43dfa4246ff83dca4aa3036aaba07baaa7fbe0423c001	2169948c44a330b4110e61d41c949f088cafe83b8424e8e846c5ba43c568751e	40 sample-offset commands start samples from the beginning; enabled panning envelopes are not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/viagravittu.xm	Dalezy/viagravittu.xm	
verified	approximate	8166	5236		c54906433ce0ccbcced1e89206ccc6779a9121e686bd4a833f0fbb6a15e635aa	9352d28f6a30ba28e27ecd90c295abb717957dd8e4f409c4be88579afdce9e8e	instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/vodka%20pyramid.xm	Dalezy/vodka pyramid.xm	
